,index,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
31,3716,FF,2017-06-27,94.7,-1.66,6.48,"Kela, Keone",605548.0,605309.0,,foul,,,,,9.0,Bradley Zimmer strikes out swinging.  Carlos Santana steals (3) 2nd base.,R,L,R,CLE,TEX,S,,,3.0,2.0,2017.0,-0.32,1.53,0.71,1.6,,,467793.0,0.0,8.0,Bot,,,,,455139.0,,,6.92871579003931,-137.192568144102,-10.4693547340735,-5.63831792551377,30.1294342676799,-10.6145913240984,3.81,1.53,,,,94.8,2177.0,6.6,491264.0,605309.0,455139.0,608336.0,596059.0,134181.0,462101.0,608577.0,592261.0,425783.0,53.93,,,,,,,,54.0,7.0,4-Seam Fastball,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Strategic,193.0,0.0,0.0
32,3794,FF,2017-06-27,95.8,-1.61,6.54,"Kela, Keone",605548.0,605309.0,,foul,,,,,8.0,Bradley Zimmer strikes out swinging.  Carlos Santana steals (3) 2nd base.,R,L,R,CLE,TEX,S,,,3.0,2.0,2017.0,-0.31,1.76,0.11,2.1,,,467793.0,0.0,8.0,Bot,,,,,455139.0,,,5.24686779816745,-138.907210752272,-10.1282389748231,-5.18195471785824,30.3743754880878,-7.13233580983012,3.81,1.53,1.0,53.8,-57.0,96.2,2274.0,6.6,491264.0,605309.0,455139.0,608336.0,596059.0,134181.0,462101.0,608577.0,592261.0,425783.0,53.85,,,,,,,,54.0,6.0,4-Seam Fastball,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Strategic,191.0,0.0,0.0
33,3899,CU,2017-06-27,79.7,-1.83,6.44,"Kela, Keone",605548.0,605309.0,,ball,,,,,11.0,Bradley Zimmer strikes out swinging.  Carlos Santana steals (3) 2nd base.,R,L,R,CLE,TEX,B,,,2.0,2.0,2017.0,0.03,-0.47,-0.89,3.35,,,467793.0,0.0,8.0,Bot,,,,,455139.0,,,2.00184421452521,-115.81913221642,0.777112805455312,-0.132522471397729,20.6011644075679,-36.703443983192,3.4,1.61,,,,79.1,2223.0,5.8,491264.0,605309.0,455139.0,608336.0,596059.0,134181.0,462101.0,608577.0,592261.0,425783.0,54.67,,,,,,,,54.0,5.0,Curveball,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Strategic,2.0,0.0,0.174
34,4013,CU,2017-06-27,79.7,-1.96,6.39,"Kela, Keone",605548.0,605309.0,,swinging_strike,,,,,7.0,Bradley Zimmer strikes out swinging.  Carlos Santana steals (3) 2nd base.,R,L,R,CLE,TEX,S,,,2.0,1.0,2017.0,0.03,-0.28,-0.55,2.24,,,467793.0,0.0,8.0,Bot,,,,,455139.0,,,3.00656785133157,-115.837279824628,-1.85759122683535,-0.27541468749786,21.2148698985254,-34.5670269576177,3.81,1.53,,,,79.2,2180.0,6.0,491264.0,605309.0,455139.0,608336.0,596059.0,134181.0,462101.0,608577.0,592261.0,425783.0,54.54,,,,,,,,54.0,4.0,Curveball,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Strategic,4.0,0.0,-0.116
35,4192,FF,2017-06-27,94.3,-1.68,6.57,"Kela, Keone",605548.0,605309.0,,ball,,,,,13.0,Bradley Zimmer strikes out swinging.  Carlos Santana steals (3) 2nd base.,R,L,R,CLE,TEX,B,,,1.0,1.0,2017.0,-0.22,1.77,-0.09,1.05,,,467793.0,0.0,8.0,Bot,,,,,455139.0,,,4.5991592417114,-136.656195966588,-12.5331617149754,-3.68561167373789,28.6954808466232,-7.38170236116767,3.73,1.78,,,,94.3,2244.0,6.4,491264.0,605309.0,455139.0,608336.0,596059.0,134181.0,462101.0,608577.0,592261.0,425783.0,54.07,,,,,,,,54.0,3.0,4-Seam Fastball,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Strategic,187.0,0.0,0.102
36,4281,CU,2017-06-27,76.7,-1.96,6.44,"Kela, Keone",605548.0,605309.0,,called_strike,,,,,7.0,Bradley Zimmer strikes out swinging.  Carlos Santana steals (3) 2nd base.,R,L,R,CLE,TEX,S,,,1.0,0.0,2017.0,0.04,-0.26,-0.76,2.3,,,467793.0,0.0,8.0,Bot,,,,,455139.0,,,2.44807596641297,-111.373319508536,-1.25567755128613,-0.159583611245736,20.6332268005395,-34.2917127485956,3.75,1.83,,,,75.5,2091.0,5.6,491264.0,605309.0,455139.0,608336.0,596059.0,134181.0,462101.0,608577.0,592261.0,425783.0,54.91,,,,,,,,54.0,2.0,Curveball,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Strategic,5.0,0.0,-0.084
37,4395,FF,2017-06-27,94.3,-1.71,6.69,"Kela, Keone",605548.0,605309.0,,ball,,,,,11.0,Bradley Zimmer strikes out swinging.  Carlos Santana steals (3) 2nd base.,R,L,R,CLE,TEX,B,,,0.0,0.0,2017.0,-0.09,1.81,-0.5,3.44,,,467793.0,0.0,8.0,Bot,,,,,455139.0,,,3.30698967887154,-136.923265763822,-6.73869274042609,-1.78039822149636,29.143152913714,-8.15754114994424,3.27,1.53,,,,94.3,2147.0,6.3,491264.0,605309.0,455139.0,608336.0,596059.0,134181.0,462101.0,608577.0,592261.0,425783.0,54.2,,,,,,,,54.0,1.0,4-Seam Fastball,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Strategic,183.0,0.0,0.065
38,2512,SL,2017-06-27,82.7,-2.15,5.43,"Leclerc, José",467793.0,600917.0,hit_by_pitch,hit_by_pitch,,,,,14.0,Carlos Santana hit by pitch.,R,L,R,CLE,TEX,B,,,2.0,1.0,2017.0,0.61,0.62,2.83,-0.09,,,,0.0,8.0,Bot,,,,,455139.0,,,10.0075239681909,-119.774878421014,-7.14689663261615,4.04506292263313,20.0384822076884,-25.3487736162294,3.31,1.43,,,,81.4,,5.4,491264.0,600917.0,455139.0,608336.0,596059.0,134181.0,462101.0,608577.0,592261.0,425783.0,55.1,,,0.7,1.0,0.0,0.0,,53.0,4.0,Slider,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Infield shift,Strategic,129.0,0.064,0.35
39,2595,CU,2017-06-27,78.9,-1.98,5.55,"Leclerc, José",467793.0,600917.0,,ball,,,,,13.0,Carlos Santana hit by pitch.,R,L,R,CLE,TEX,B,,,1.0,1.0,2017.0,0.67,-0.2,-0.09,1.09,,,,0.0,8.0,Bot,,,,,455139.0,,,2.85659952518214,-114.635316150875,-2.56106044618617,5.16972620492337,19.0766125277206,-33.6637836360579,3.44,1.43,,,,77.2,2616.0,4.9,491264.0,600917.0,455139.0,608336.0,596059.0,134181.0,462101.0,608577.0,592261.0,425783.0,55.57,,,,,,,,53.0,3.0,Curveball,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Infield shift,Strategic,63.0,0.0,0.05
40,2618,SL,2017-06-27,82.2,-2.18,5.53,"Leclerc, José",467793.0,600917.0,,called_strike,,,,,8.0,Carlos Santana hit by pitch.,R,L,R,CLE,TEX,S,,,1.0,0.0,2017.0,0.43,0.88,0.05,1.81,,,,0.0,8.0,Bot,,,,,455139.0,,,4.16836906523081,-119.299365573844,-3.45910426642991,3.19100982989258,22.4397195344567,-23.6400312083239,3.44,1.45,,,,80.9,2349.0,5.5,491264.0,600917.0,455139.0,608336.0,596059.0,134181.0,462101.0,608577.0,592261.0,425783.0,55.01,,,,,,,,53.0,2.0,Slider,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Infield shift,Strategic,149.0,0.0,-0.046
41,2686,SI,2017-06-27,94.6,-1.82,5.68,"Leclerc, José",467793.0,600917.0,,ball,,,,,13.0,Carlos Santana hit by pitch.,R,L,R,CLE,TEX,B,,,0.0,0.0,2017.0,-1.27,1.48,-1.19,2.09,,,,0.0,8.0,Bot,,,,,455139.0,,,4.2383845317176,-137.156216881915,-6.6553192887909,-16.34167942545,29.7398282029369,-13.0054425358008,3.48,1.46,,,,92.5,2673.0,5.2,491264.0,600917.0,455139.0,608336.0,596059.0,134181.0,462101.0,608577.0,592261.0,425783.0,55.29,,,,,,,,53.0,1.0,Sinker,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Infield shift,Strategic,223.0,0.0,0.036
42,2713,SL,2017-06-27,84.4,2.16,5.21,"Miller, Andrew",592261.0,453192.0,strikeout,called_strike,,,,,5.0,Delino DeShields called out on strikes.,R,R,L,CLE,TEX,S,2.0,,1.0,2.0,2017.0,-1.22,-0.03,0.27,2.51,,,455139.0,2.0,8.0,Top,,,,,543228.0,,,-1.97145356840152,-122.73908095716,0.154271920198128,-11.9151270265058,24.1295181281427,-32.7518896242265,3.32,1.48,,,,84.5,2673.0,6.4,491264.0,453192.0,543228.0,467793.0,543401.0,608070.0,596019.0,488726.0,605548.0,502082.0,54.12,,,0.0,1.0,0.0,0.0,,52.0,5.0,Slider,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Strategic,278.0,0.051,-0.156
43,2794,FF,2017-06-27,96.6,1.93,5.56,"Miller, Andrew",592261.0,453192.0,,foul,,,,,12.0,Delino DeShields called out on strikes.,R,R,L,CLE,TEX,S,,,1.0,2.0,2017.0,0.81,1.57,0.21,3.33,,,455139.0,2.0,8.0,Top,,,,,543228.0,,,-6.53152463722025,-140.47862117768,-4.06035363061142,12.4587664325051,31.109828671998,-10.2417061029911,3.21,1.3,,,,97.8,2333.0,6.9,491264.0,453192.0,543228.0,467793.0,543401.0,608070.0,596019.0,488726.0,605548.0,502082.0,53.57,,,,,,,,52.0,4.0,4-Seam Fastball,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Standard,151.0,0.0,0.0
44,2881,SL,2017-06-27,83.3,2.23,5.1,"Miller, Andrew",592261.0,453192.0,,swinging_strike,,,,,13.0,Delino DeShields called out on strikes.,R,R,L,CLE,TEX,S,,,1.0,1.0,2017.0,-1.18,-0.45,-1.41,1.33,,,455139.0,2.0,8.0,Top,,,,,543228.0,,,-6.06485664926968,-121.085141841582,-1.31872700320604,-10.4188445500446,24.212449016701,-36.603634540896,3.21,1.3,,,,83.5,2822.0,6.6,491264.0,453192.0,543228.0,467793.0,543401.0,608070.0,596019.0,488726.0,605548.0,502082.0,53.94,,,,,,,,52.0,3.0,Slider,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Standard,297.0,0.0,-0.055
45,2949,SL,2017-06-27,83.2,2.28,5.06,"Miller, Andrew",592261.0,453192.0,,swinging_strike,,,,,7.0,Delino DeShields called out on strikes.,R,R,L,CLE,TEX,S,,,1.0,0.0,2017.0,-1.04,-0.29,-0.68,1.26,,,455139.0,2.0,8.0,Top,,,,,543228.0,,,-4.76949654754402,-120.91633228138,-1.66142505530864,-9.23396636295726,24.4716061333798,-34.909733879413,3.21,1.3,,,,83.1,2808.0,6.4,491264.0,453192.0,543228.0,467793.0,543401.0,608070.0,596019.0,488726.0,605548.0,502082.0,54.12,,,,,,,,52.0,2.0,Slider,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Standard,293.0,0.0,-0.042
46,3069,FF,2017-06-27,94.4,1.87,5.42,"Miller, Andrew",592261.0,453192.0,,ball,,,,,13.0,Delino DeShields called out on strikes.,R,R,L,CLE,TEX,B,,,0.0,0.0,2017.0,0.93,1.35,-1.74,2.12,,,455139.0,2.0,8.0,Top,,,,,543228.0,,,-11.637861742649,-136.893525130754,-6.02055969276924,14.4584326287134,28.8405291389577,-13.5543463644378,3.3,1.51,,,,95.7,2303.0,7.1,491264.0,453192.0,543228.0,467793.0,543401.0,608070.0,596019.0,488726.0,605548.0,502082.0,53.4,,,,,,,,52.0,1.0,4-Seam Fastball,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Standard,143.0,0.0,0.026
47,3164,SL,2017-06-27,83.2,2.21,5.01,"Miller, Andrew",608336.0,453192.0,strikeout,swinging_strike,,,,,13.0,Joey Gallo strikes out swinging.,R,L,L,CLE,TEX,S,2.0,,1.0,2.0,2017.0,-1.33,0.17,-1.27,1.72,,,455139.0,1.0,8.0,Top,,,,,543228.0,,,-5.38353880488484,-120.974669796456,-1.42783623600655,-12.0633374230445,23.8684523396961,-30.4619375040179,3.51,1.52,,,,83.4,2728.0,6.5,491264.0,453192.0,543228.0,467793.0,543401.0,608070.0,596019.0,488726.0,605548.0,502082.0,54.03,,,0.0,1.0,0.0,0.0,,51.0,4.0,Slider,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Infield shift,Standard,269.0,0.057,-0.216
48,3202,SL,2017-06-27,84.4,2.04,5.2,"Miller, Andrew",608336.0,453192.0,,ball,,,,,13.0,Joey Gallo strikes out swinging.,R,L,L,CLE,TEX,B,,,0.0,2.0,2017.0,-1.04,0.26,-1.39,1.58,,,455139.0,1.0,8.0,Top,,,,,543228.0,,,-5.92039643987398,-122.6556895342,-2.58131179985021,-9.41950880680247,24.0518498124548,-29.19283038706,3.88,1.71,,,,84.6,2838.0,6.5,491264.0,453192.0,543228.0,467793.0,543401.0,608070.0,596019.0,488726.0,605548.0,502082.0,54.04,,,,,,,,51.0,3.0,Slider,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Infield shift,Standard,263.0,0.0,0.015
49,3353,SL,2017-06-27,84.6,2.16,5.26,"Miller, Andrew",608336.0,453192.0,,swinging_strike,,,,,13.0,Joey Gallo strikes out swinging.,R,L,L,CLE,TEX,S,,,0.0,1.0,2017.0,-0.98,0.36,-0.87,1.36,,,455139.0,1.0,8.0,Top,,,,,543228.0,,,-5.12205251480279,-122.934768539398,-3.4335428510937,-8.84733146393597,24.6330972385618,-28.1117614423502,3.51,1.52,,,,84.5,2811.0,6.3,491264.0,453192.0,543228.0,467793.0,543401.0,608070.0,596019.0,488726.0,605548.0,502082.0,54.2,,,,,,,,51.0,2.0,Slider,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Infield shift,Standard,258.0,0.0,-0.066
50,3449,SL,2017-06-27,84.9,2.23,5.1,"Miller, Andrew",608336.0,453192.0,,swinging_strike,,,,,7.0,Joey Gallo strikes out swinging.,R,L,L,CLE,TEX,S,,,0.0,0.0,2017.0,-0.82,0.13,-0.37,2.11,,,455139.0,1.0,8.0,Top,,,,,543228.0,,,-4.46767997971761,-123.43047752155,-0.974627441810431,-7.59508383139808,23.5251667643089,-30.8552476361144,3.51,1.52,,,,85.3,2790.0,6.5,491264.0,453192.0,543228.0,467793.0,543401.0,608070.0,596019.0,488726.0,605548.0,502082.0,54.03,,,,,,,,51.0,1.0,Slider,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Infield shift,Standard,270.0,0.0,-0.046
51,3585,FF,2017-06-27,94.0,2.04,5.39,"Miller, Andrew",455139.0,453192.0,walk,ball,,,,,12.0,Robinson Chirinos walks.,R,R,L,CLE,TEX,B,,,3.0,1.0,2017.0,0.91,1.37,2.01,3.5,,,,1.0,8.0,Top,,,,,543228.0,,,-2.17457587685071,-136.759905513266,-2.27762412741555,12.1618742028547,30.7850045776189,-14.3471847313935,3.2,1.48,,,,94.9,2190.0,6.9,491264.0,453192.0,543228.0,467793.0,543401.0,608070.0,596019.0,488726.0,605548.0,502082.0,53.61,,,0.7,1.0,0.0,0.0,,50.0,5.0,4-Seam Fastball,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Standard,144.0,-0.049,0.155
52,3674,FF,2017-06-27,94.4,1.94,5.59,"Miller, Andrew",455139.0,453192.0,,ball,,,,,12.0,Robinson Chirinos walks.,R,R,L,CLE,TEX,B,,,2.0,1.0,2017.0,0.98,1.59,1.01,3.14,,,,1.0,8.0,Top,,,,,543228.0,,,-4.67110362480497,-137.207644910969,-4.3003821529456,13.5971635395827,31.1978075129934,-10.9139111641896,3.25,1.56,,,,95.2,2227.0,6.9,491264.0,453192.0,543228.0,467793.0,543401.0,608070.0,596019.0,488726.0,605548.0,502082.0,53.62,,,,,,,,50.0,4.0,4-Seam Fastball,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Standard,146.0,0.0,0.072
53,3787,SL,2017-06-27,82.0,2.09,5.12,"Miller, Andrew",455139.0,453192.0,,called_strike,,,,,4.0,Robinson Chirinos walks.,R,R,L,CLE,TEX,S,,,2.0,0.0,2017.0,-1.28,0.27,-0.63,2.5,,,,1.0,8.0,Top,,,,,543228.0,,,-3.70344066504526,-119.25583879569,0.107110765940634,-11.5571576725811,22.7788908847276,-29.8027149034024,3.2,1.47,,,,82.2,2692.0,6.4,491264.0,453192.0,543228.0,467793.0,543401.0,608070.0,596019.0,488726.0,605548.0,502082.0,54.07,,,,,,,,50.0,3.0,Slider,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Standard,265.0,0.0,-0.039
54,3910,SL,2017-06-27,82.1,2.1,5.1,"Miller, Andrew",455139.0,453192.0,,ball,,,,,14.0,Robinson Chirinos walks.,R,R,L,CLE,TEX,B,,,1.0,0.0,2017.0,-1.18,-0.39,0.83,2.16,,,,1.0,8.0,Top,,,,,543228.0,,,-0.621957297780558,-119.397050557769,0.620822462601058,-11.1101134058374,22.25801544803,-36.2005567131608,3.04,1.4,,,,82.0,2614.0,6.2,491264.0,453192.0,543228.0,467793.0,543401.0,608070.0,596019.0,488726.0,605548.0,502082.0,54.3,,,,,,,,50.0,2.0,Slider,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Standard,294.0,0.0,0.046
55,4035,FF,2017-06-27,94.5,1.9,5.45,"Miller, Andrew",455139.0,453192.0,,ball,,,,,12.0,Robinson Chirinos walks.,R,R,L,CLE,TEX,B,,,0.0,0.0,2017.0,0.84,1.03,0.68,4.07,,,,1.0,8.0,Top,,,,,543228.0,,,-5.15160284214688,-137.457974852154,-0.26530334977718,12.0509235888407,29.480639728946,-18.8961091461377,3.2,1.59,,,,95.7,2251.0,7.0,491264.0,453192.0,543228.0,467793.0,543401.0,608070.0,596019.0,488726.0,605548.0,502082.0,53.55,,,,,,,,50.0,1.0,4-Seam Fastball,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Standard,137.0,0.0,0.026
56,4197,SL,2017-06-27,84.0,2.16,5.13,"Miller, Andrew",596059.0,453192.0,strikeout,swinging_strike,,,,,4.0,Rougned Odor strikes out swinging.,R,L,L,CLE,TEX,S,2.0,,0.0,2.0,2017.0,-1.07,-0.25,-0.81,1.91,,,,0.0,8.0,Top,,,,,543228.0,,,-4.78934229417328,-122.23438925611,-0.583995662908327,-9.84195122721375,23.7292733267735,-34.7800716942442,2.94,1.18,,,,84.3,2663.0,6.4,491264.0,453192.0,543228.0,467793.0,543401.0,608070.0,596019.0,488726.0,605548.0,502082.0,54.08,,,0.0,1.0,0.0,0.0,,49.0,3.0,Slider,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Infield shift,Standard,290.0,0.046,-0.152
57,4315,FF,2017-06-27,93.1,2.06,5.39,"Miller, Andrew",596059.0,453192.0,,foul,,,,,2.0,Rougned Odor strikes out swinging.,R,L,L,CLE,TEX,S,,,0.0,1.0,2017.0,0.72,1.28,0.16,2.87,,,,0.0,8.0,Top,,,,,543228.0,,,-6.50839787727004,-135.407411599765,-3.59858867070611,10.3687575368889,27.4209775398395,-15.6549761663625,2.94,1.18,171.0,72.5,64.0,93.9,2072.0,6.6,491264.0,453192.0,543228.0,467793.0,543401.0,608070.0,596019.0,488726.0,605548.0,502082.0,53.85,,,,,,,,49.0,2.0,4-Seam Fastball,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Infield shift,Standard,148.0,0.0,-0.056
58,4406,SL,2017-06-27,83.5,2.14,5.08,"Miller, Andrew",596059.0,453192.0,,called_strike,,,,,6.0,Rougned Odor strikes out swinging.,R,L,L,CLE,TEX,S,,,0.0,0.0,2017.0,-0.48,0.31,0.46,2.52,,,,0.0,8.0,Top,,,,,543228.0,,,-2.93139320972204,-121.598876438606,-0.177308941254514,-4.32145814498727,20.3842604957103,-29.2251646760085,3.1,1.26,,,,84.3,2485.0,6.5,491264.0,453192.0,543228.0,467793.0,543401.0,608070.0,596019.0,488726.0,605548.0,502082.0,54.04,,,,,,,,49.0,1.0,Slider,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Infield shift,Standard,249.0,0.0,-0.037
59,2820,CU,2017-06-27,80.1,-1.77,5.6,"Leclerc, José",502082.0,600917.0,strikeout,swinging_strike_blocked,,,,,14.0,"Lonnie Chisenhall strikes out swinging, catcher Robinson Chirinos to first baseman Joey Gallo.",R,L,R,CLE,TEX,S,2.0,,2.0,2.0,2017.0,0.63,-0.64,0.95,0.42,,,,2.0,7.0,Bot,,,,,455139.0,,,4.75668878014919,-116.170587100956,-3.4629334350713,4.47374430474633,22.1265277203,-37.3137287916233,3.34,1.47,,,,77.8,2660.0,4.9,491264.0,600917.0,455139.0,608336.0,596059.0,134181.0,462101.0,608577.0,592261.0,425783.0,55.61,,,0.0,1.0,0.0,0.0,,48.0,6.0,Curveball,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Standard,38.0,-0.02,-0.089
60,2890,CH,2017-06-27,87.6,-1.76,5.38,"Leclerc, José",502082.0,600917.0,,foul,,,,,13.0,"Lonnie Chisenhall strikes out swinging, catcher Robinson Chirinos to first baseman Joey Gallo.",R,L,R,CLE,TEX,S,,,2.0,2.0,2017.0,-0.87,0.73,-0.89,1.8,,,,2.0,7.0,Bot,,,,,455139.0,,,3.75805157212195,-127.285535675505,-3.98630968388333,-9.93460449793599,23.1013943804794,-23.9172904789688,3.34,1.47,4.0,34.0,-23.0,86.7,2263.0,5.5,491264.0,600917.0,455139.0,608336.0,596059.0,134181.0,462101.0,608577.0,592261.0,425783.0,54.99,,,,,,,,48.0,5.0,Changeup,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Standard,235.0,0.0,0.0
61,2951,SL,2017-06-27,83.2,-2.1,5.51,"Leclerc, José",502082.0,600917.0,,foul,,,,,13.0,"Lonnie Chisenhall strikes out swinging, catcher Robinson Chirinos to first baseman Joey Gallo.",R,L,R,CLE,TEX,S,,,2.0,1.0,2017.0,0.32,0.84,-0.15,1.29,,,,2.0,7.0,Bot,,,,,455139.0,,,3.78836119128097,-120.757033384068,-4.71388923972471,2.33376998378306,23.0118160111317,-23.5749116273272,3.34,1.47,222.0,76.8,24.0,81.9,2400.0,5.5,491264.0,600917.0,455139.0,608336.0,596059.0,134181.0,462101.0,608577.0,592261.0,425783.0,55.02,,,,,,,,48.0,4.0,Slider,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Standard,155.0,0.0,-0.033
62,3018,SL,2017-06-27,81.2,-2.18,5.41,"Leclerc, José",502082.0,600917.0,,ball,,,,,11.0,"Lonnie Chisenhall strikes out swinging, catcher Robinson Chirinos to first baseman Joey Gallo.",R,L,R,CLE,TEX,B,,,1.0,1.0,2017.0,0.18,0.71,-1.36,3.9,,,,2.0,7.0,Bot,,,,,455139.0,,,1.46984227168857,-118.021662637386,1.83778874876925,1.42515189050176,20.429085295134,-26.1683636878929,3.53,1.47,,,,80.6,2313.0,5.7,491264.0,600917.0,455139.0,608336.0,596059.0,134181.0,462101.0,608577.0,592261.0,425783.0,54.76,,,,,,,,48.0,3.0,Slider,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Standard,162.0,0.0,0.02
63,3173,CU,2017-06-27,78.7,-1.82,5.8,"Leclerc, José",502082.0,600917.0,,ball,,,,,13.0,"Lonnie Chisenhall strikes out swinging, catcher Robinson Chirinos to first baseman Joey Gallo.",R,L,R,CLE,TEX,B,,,0.0,1.0,2017.0,0.62,-0.02,-1.74,2.47,,,,2.0,7.0,Bot,,,,,455139.0,,,-0.884817832553191,-114.272022271941,-0.397088761530953,5.31475994818601,19.8085124722252,-32.5729815725679,3.63,1.56,,,,76.9,2532.0,5.0,491264.0,600917.0,455139.0,608336.0,596059.0,134181.0,462101.0,608577.0,592261.0,425783.0,55.55,,,,,,,,48.0,2.0,Curveball,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Standard,Standard,72.0,0.0,0.014
